CODREG,REG,CODDEP,CODARR,CODCAN,CODCOM,COM,PMUN,PCAP,PTOT
84,Auvergne-Rhône-Alpes,1,1,01,4,Ambérieu-en-Bugey,14134,380,14514
84,Auvergne-Rhône-Alpes,1,4,03,33,Valserhône,16378,350,16728
84,Auvergne-Rhône-Alpes,1,2,99,53,Bourg-en-Bresse,41111,1742,42853
84,Auvergne-Rhône-Alpes,1,3,09,143,Divonne-les-Bains,9951,239,10190
84,Auvergne-Rhône-Alpes,1,3,19,160,Ferney-Voltaire,10026,163,10189
84,Auvergne-Rhône-Alpes,1,3,09,173,Gex,13121,270,13391
84,Auvergne-Rhône-Alpes,1,2,13,249,Miribel,10122,151,10273
84,Auvergne-Rhône-Alpes,1,4,15,283,Oyonnax,22456,479,22935
84,Auvergne-Rhône-Alpes,1,3,19,354,Saint-Genis-Pouilly,13943,200,14143
32,Hauts-de-France,2,1,02,168,Château-Thierry,15254,362,15616
32,Hauts-de-France,2,2,03,173,Chauny,11653,419,12072
32,Hauts-de-France,2,2,97,408,Laon,24304,666,24970
32,Hauts-de-France,2,3,98,691,Saint-Quentin,53570,1281,54851
32,Hauts-de-France,2,4,99,722,Soissons,28712,651,29363
32,Hauts-de-France,2,2,18,738,Tergnier,13588,200,13788
32,Hauts-de-France,2,4,21,810,Villers-Cotterêts,10424,417,10841
84,Auvergne-Rhône-Alpes,3,3,04,95,Cusset,12474,481,12955
84,Auvergne-Rhône-Alpes,3,1,97,185,Montluçon,34361,1070,35431
84,Auvergne-Rhône-Alpes,3,2,98,190,Moulins,19246,542,19788
84,Auvergne-Rhône-Alpes,3,3,99,310,Vichy,24980,322,25302
84,Auvergne-Rhône-Alpes,3,2,19,321,Yzeure,12838,517,13355
93,Provence-Alpes-Côte d'Azur,4,3,98,70,Digne-les-Bains,16482,922,17404
93,Provence-Alpes-Côte d'Azur,4,4,99,112,Manosque,22528,669,23197
93,Provence-Alpes-Côte d'Azur,5,1,98,23,Briançon,11339,320,11659
93,Provence-Alpes-Côte d'Azur,5,2,99,61,Gap,40631,1545,42176
93,Provence-Alpes-Côte d'Azur,6,1,94,4,Antibes,73438,1085,74523
93,Provence-Alpes-Côte d'Azur,6,2,04,12,Beausoleil,13358,130,13488
93,Provence-Alpes-Côte d'Azur,6,1,03,18,Biot,9668,351,10019
93,Provence-Alpes-Côte d'Azur,6,1,95,27,Cagnes-sur-Mer,52178,491,52669
93,Provence-Alpes-Côte d'Azur,6,1,96,29,Cannes,74545,802,75347
93,Provence-Alpes-Côte d'Azur,6,1,97,30,Le Cannet,41887,359,42246
93,Provence-Alpes-Côte d'Azur,6,1,17,33,Carros,12550,136,12686
93,Provence-Alpes-Côte d'Azur,6,1,98,69,Grasse,48870,922,49792
93,Provence-Alpes-Côte d'Azur,6,1,13,79,Mandelieu-la-Napoule,21998,283,22281
93,Provence-Alpes-Côte d'Azur,6,2,14,83,Menton,30525,456,30981
93,Provence-Alpes-Côte d'Azur,6,1,12,84,Mouans-Sartoux,9887,282,10169
93,Provence-Alpes-Côte d'Azur,6,1,09,85,Mougins,19982,439,20421
93,Provence-Alpes-Côte d'Azur,6,2,99,88,Nice,342669,2859,345528
93,Provence-Alpes-Côte d'Azur,6,2,14,104,Roquebrune-Cap-Martin,12839,202,13041
93,Provence-Alpes-Côte d'Azur,6,1,06,123,Saint-Laurent-du-Var,29169,183,29352
93,Provence-Alpes-Côte d'Azur,6,2,21,149,La Trinité,10115,65,10180
93,Provence-Alpes-Côte d'Azur,6,1,25,152,Valbonne,13486,554,14040
93,Provence-Alpes-Côte d'Azur,6,1,01,155,Vallauris,27364,179,27543
93,Provence-Alpes-Côte d'Azur,6,1,26,157,Vence,18940,302,19242
93,Provence-Alpes-Côte d'Azur,6,1,27,161,Villeneuve-Loubet,16285,236,16521
84,Auvergne-Rhône-Alpes,7,3,98,10,Annonay,16297,623,16920
84,Auvergne-Rhône-Alpes,7,1,99,19,Aubenas,12479,776,13255
84,Auvergne-Rhône-Alpes,7,3,07,102,Guilherand-Granges,10756,221,10977
84,Auvergne-Rhône-Alpes,7,3,14,324,Tournon-sur-Rhône,10622,515,11137
44,Grand Est,8,1,98,105,Charleville-Mézières,46436,1090,47526
44,Grand Est,8,3,99,409,Sedan,16092,337,16429
76,Occitanie,9,2,99,225,Pamiers,15659,478,16137
44,Grand Est,10,3,14,81,La Chapelle-Saint-Luc,11741,92,11833
44,Grand Est,10,2,09,323,Romilly-sur-Seine,14480,318,14798
44,Grand Est,10,3,10,333,Saint-André-les-Vergers,12784,190,12974
44,Grand Est,10,3,13,362,Sainte-Savine,10508,388,10896
44,Grand Est,10,3,99,387,Troyes,61957,1130,63087
76,Occitanie,11,1,98,69,Carcassonne,46825,1291,48116
76,Occitanie,11,1,05,76,Castelnaudary,12187,507,12694
76,Occitanie,11,3,08,203,Lézignan-Corbières,11317,220,11537
76,Occitanie,11,2,09,206,Limoux,10012,509,10521
76,Occitanie,11,3,99,262,Narbonne,55516,1184,56700
76,Occitanie,12,1,98,145,Millau,21979,680,22659
76,Occitanie,12,2,18,176,Onet-le-Château,11665,594,12259
76,Occitanie,12,2,99,202,Rodez,24475,1935,26410
76,Occitanie,12,3,22,300,Villefranche-de-Rouergue,11602,551,12153
93,Provence-Alpes-Côte d'Azur,13,1,97,1,Aix-en-Provence,145133,3203,148336
93,Provence-Alpes-Côte d'Azur,13,3,03,2,Allauch,21372,225,21597
93,Provence-Alpes-Côte d'Azur,13,2,04,4,Arles,50454,789,51243
93,Provence-Alpes-Côte d'Azur,13,3,05,5,Aubagne,47535,451,47986
93,Provence-Alpes-Côte d'Azur,13,3,03,7,Auriol,12922,162,13084
93,Provence-Alpes-Côte d'Azur,13,4,06,14,Berre-l'Étang,13660,77,13737
93,Provence-Alpes-Côte d'Azur,13,1,29,15,Bouc-Bel-Air,14838,305,15143
93,Provence-Alpes-Côte d'Azur,13,1,29,19,Cabriès,9918,324,10242
93,Provence-Alpes-Côte d'Azur,13,4,11,26,Châteauneuf-les-Martigues,17606,61,17667
93,Provence-Alpes-Côte d'Azur,13,2,07,27,Châteaurenard,16063,252,16315
93,Provence-Alpes-Côte d'Azur,13,3,08,28,La Ciotat,35993,381,36374
93,Provence-Alpes-Côte d'Azur,13,4,10,39,Fos-sur-Mer,15687,183,15870
93,Provence-Alpes-Côte d'Azur,13,1,28,40,Fuveau,10161,188,10349
93,Provence-Alpes-Côte d'Azur,13,1,09,41,Gardanne,21521,338,21859
93,Provence-Alpes-Côte d'Azur,13,4,10,47,Istres,43626,657,44283
93,Provence-Alpes-Côte d'Azur,13,1,25,50,Lambesc,9909,266,10175
93,Provence-Alpes-Côte d'Azur,13,4,11,54,Marignane,32384,228,32612
93,Provence-Alpes-Côte d'Azur,13,4,24,56,Martigues,48574,516,49090
93,Provence-Alpes-Côte d'Azur,13,4,27,63,Miramas,26428,400,26828
93,Provence-Alpes-Côte d'Azur,13,1,25,69,Pélissanne,10487,267,10754
93,Provence-Alpes-Côte d'Azur,13,1,09,71,Les Pennes-Mirabeau,21623,287,21910
93,Provence-Alpes-Côte d'Azur,13,3,03,75,Plan-de-Cuques,11649,103,11752
93,Provence-Alpes-Côte d'Azur,13,4,24,77,Port-de-Bouc,16651,127,16778
93,Provence-Alpes-Côte d'Azur,13,4,06,81,Rognac,12086,123,12209
93,Provence-Alpes-Côte d'Azur,13,2,27,97,Saint-Martin-de-Crau,13413,299,13712
93,Provence-Alpes-Côte d'Azur,13,1,99,103,Salon-de-Provence,45386,584,45970
93,Provence-Alpes-Côte d'Azur,13,3,09,106,Septèmes-les-Vallons,11196,95,11291
93,Provence-Alpes-Côte d'Azur,13,2,07,108,Tarascon,15811,142,15953
93,Provence-Alpes-Côte d'Azur,13,1,28,110,Trets,10303,150,10453
93,Provence-Alpes-Côte d'Azur,13,4,29,117,Vitrolles,33333,368,33701
93,Provence-Alpes-Côte d'Azur,13,3,12,201,Marseille 1er Arrondissement,39893,200,40093
93,Provence-Alpes-Côte d'Azur,13,3,13,202,Marseille 2e Arrondissement,25217,58,25275
93,Provence-Alpes-Côte d'Azur,13,3,98,203,Marseille 3e Arrondissement,51792,194,51986
93,Provence-Alpes-Côte d'Azur,13,3,98,204,Marseille 4e Arrondissement,49296,303,49599
93,Provence-Alpes-Côte d'Azur,13,3,98,205,Marseille 5e Arrondissement,46152,279,46431
93,Provence-Alpes-Côte d'Azur,13,3,98,206,Marseille 6e Arrondissement,42135,406,42541
93,Provence-Alpes-Côte d'Azur,13,3,23,207,Marseille 7e Arrondissement,34697,313,35010
93,Provence-Alpes-Côte d'Azur,13,3,98,208,Marseille 8e Arrondissement,81436,1254,82690
93,Provence-Alpes-Côte d'Azur,13,3,98,209,Marseille 9e Arrondissement,76633,654,77287
93,Provence-Alpes-Côte d'Azur,13,3,98,210,Marseille 10e Arrondissement,58491,340,58831
93,Provence-Alpes-Côte d'Azur,13,3,98,211,Marseille 11e Arrondissement,57278,443,57721
93,Provence-Alpes-Côte d'Azur,13,3,98,212,Marseille 12e Arrondissement,61406,552,61958
93,Provence-Alpes-Côte d'Azur,13,3,98,213,Marseille 13e Arrondissement,91358,717,92075
93,Provence-Alpes-Côte d'Azur,13,3,98,214,Marseille 14e Arrondissement,61702,252,61954
93,Provence-Alpes-Côte d'Azur,13,3,98,215,Marseille 15e Arrondissement,77243,299,77542
93,Provence-Alpes-Côte d'Azur,13,3,14,216,Marseille 16e Arrondissement,16002,100,16102
28,Normandie,14,1,02,47,Bayeux,12682,329,13011
28,Normandie,14,2,99,118,Caen,106230,2174,108404
28,Normandie,14,2,14,327,Hérouville-Saint-Clair,22555,275,22830
28,Normandie,14,2,16,341,Ifs,11696,193,11889
28,Normandie,14,3,17,366,Lisieux,20038,654,20692
28,Normandie,14,2,16,437,Mondeville,9973,244,10217
28,Normandie,14,4,25,762,Vire Normandie,16590,891,17481
84,Auvergne-Rhône-Alpes,15,1,98,14,Aurillac,25593,1283,26876
75,Nouvelle-Aquitaine,16,1,98,15,Angoulême,41603,1687,43290
75,Nouvelle-Aquitaine,16,2,99,102,Cognac,18670,434,19104
75,Nouvelle-Aquitaine,16,1,03,374,Soyaux,9761,312,10073
75,Nouvelle-Aquitaine,17,2,13,299,Rochefort,23584,682,24266
75,Nouvelle-Aquitaine,17,3,99,300,La Rochelle,77205,2128,79333
75,Nouvelle-Aquitaine,17,2,17,306,Royan,18419,527,18946
75,Nouvelle-Aquitaine,17,4,20,415,Saintes,25287,1407,26694
24,Centre-Val de Loire,18,1,98,33,Bourges,64541,2065,66606
24,Centre-Val de Loire,18,3,99,279,Vierzon,25464,522,25986
75,Nouvelle-Aquitaine,19,1,99,31,Brive-la-Gaillarde,46330,1285,47615
75,Nouvelle-Aquitaine,19,2,16,272,Tulle,14812,663,15475
27,Bourgogne-Franche-Comté,21,1,03,54,Beaune,20551,759,21310
27,Bourgogne-Franche-Comté,21,2,06,166,Chenôve,14025,191,14216
27,Bourgogne-Franche-Comté,21,2,07,171,Chevigny-Saint-Sauveur,11123,210,11333
27,Bourgogne-Franche-Comté,21,2,99,231,Dijon,158002,3378,161380
27,Bourgogne-Franche-Comté,21,2,23,617,Talant,11713,226,11939
53,Bretagne,22,1,04,50,Dinan,14407,587,14994
53,Bretagne,22,4,89,93,Lamballe-Armor,16688,470,17158
53,Bretagne,22,3,07,113,Lannion,20210,936,21146
53,Bretagne,22,4,18,187,Plérin,14309,487,14796
53,Bretagne,22,4,21,215,Ploufragan,11383,356,11739
53,Bretagne,22,4,99,278,Saint-Brieuc,43605,1494,45099
75,Nouvelle-Aquitaine,23,2,99,96,Guéret,12734,637,13371
75,Nouvelle-Aquitaine,24,1,98,37,Bergerac,26693,715,27408
75,Nouvelle-Aquitaine,24,3,07,53,Boulazac Isle Manoire,10737,341,11078
75,Nouvelle-Aquitaine,24,3,99,322,Périgueux,29896,1580,31476
27,Bourgogne-Franche-Comté,25,2,01,31,Audincourt,13341,208,13549
27,Bourgogne-Franche-Comté,25,1,99,56,Besançon,117912,3232,121144
27,Bourgogne-Franche-Comté,25,2,13,388,Montbéliard,25806,559,26365
27,Bourgogne-Franche-Comté,25,3,16,462,Pontarlier,17542,898,18440
27,Bourgogne-Franche-Comté,25,2,19,580,Valentigney,11272,169,11441
84,Auvergne-Rhône-Alpes,26,3,01,57,Bourg-de-Péage,9957,145,10102
84,Auvergne-Rhône-Alpes,26,3,15,58,Bourg-lès-Valence,19792,566,20358
84,Auvergne-Rhône-Alpes,26,2,97,198,Montélimar,39818,1234,41052
84,Auvergne-Rhône-Alpes,26,2,14,235,Pierrelatte,13510,259,13769
84,Auvergne-Rhône-Alpes,26,3,17,252,Portes-lès-Valence,10680,151,10831
84,Auvergne-Rhône-Alpes,26,3,98,281,Romans-sur-Isère,33098,680,33778
84,Auvergne-Rhône-Alpes,26,3,99,362,Valence,64749,1400,66149
28,Normandie,27,2,02,56,Bernay,9848,311,10159
28,Normandie,27,3,99,229,Évreux,46349,1225,47574
28,Normandie,27,1,13,284,Gisors,11696,166,11862
28,Normandie,27,1,14,375,Louviers,18518,403,18921
28,Normandie,27,2,17,467,Pont-Audemer,9982,272,10254
28,Normandie,27,1,23,681,Vernon,23727,677,24404
28,Normandie,27,1,21,701,Val-de-Reuil,12910,287,13197
24,Centre-Val de Loire,28,1,98,85,Chartres,38534,1164,39698
24,Centre-Val de Loire,28,2,07,88,Châteaudun,13096,336,13432
24,Centre-Val de Loire,28,3,99,134,Dreux,30646,519,31165
24,Centre-Val de Loire,28,1,12,218,Lucé,15403,215,15618
24,Centre-Val de Loire,28,1,06,229,Mainvilliers,11127,258,11385
24,Centre-Val de Loire,28,3,08,404,Vernouillet,12472,150,12622
53,Bretagne,29,1,98,19,Brest,139926,2629,142555
53,Bretagne,29,4,08,39,Concarneau,19816,856,20672
53,Bretagne,29,4,10,46,Douarnenez,14000,365,14365
53,Bretagne,29,4,11,58,Fouesnant,9864,484,10348
53,Bretagne,29,1,12,75,Guipavas,15050,357,15407
53,Bretagne,29,1,13,103,Landerneau,15918,614,16532
53,Bretagne,29,3,17,151,Morlaix,14845,457,15302
53,Bretagne,29,1,12,189,Plougastel-Daoulas,13161,365,13526
53,Bretagne,29,1,03,212,Plouzané,13496,245,13741
53,Bretagne,29,4,99,232,Quimper,63283,2478,65761
53,Bretagne,29,4,25,233,Quimperlé,12220,458,12678
53,Bretagne,29,1,12,235,Le Relecq-Kerhuon,11717,234,11951
94,Corse,2A,1,98,4,Ajaccio,71361,867,72228
94,Corse,2A,4,99,247,Porto-Vecchio,11132,180,11312
94,Corse,2B,2,99,33,Bastia,48503,695,49198
76,Occitanie,30,1,98,7,Alès,41837,615,42452
76,Occitanie,30,2,05,28,Bagnols-sur-Cèze,18091,358,18449
76,Occitanie,30,2,06,32,Beaucaire,15906,139,16045
76,Occitanie,30,2,99,189,Nîmes,148561,2225,150786
76,Occitanie,30,2,14,202,Pont-Saint-Esprit,10369,192,10561
76,Occitanie,30,2,19,258,Saint-Gilles,13931,108,14039
76,Occitanie,30,2,21,341,Vauvert,11492,118,11610
76,Occitanie,30,2,23,351,Villeneuve-lès-Avignon,12216,401,12617
76,Occitanie,31,1,01,33,Auterive,9923,95,10018
76,Occitanie,31,3,24,44,Balma,16625,287,16912
76,Occitanie,31,3,03,69,Blagnac,25525,489,26014
76,Occitanie,31,3,04,113,Castanet-Tolosan,14213,249,14462
76,Occitanie,31,3,05,116,Castelginest,10682,117,10799
76,Occitanie,31,3,21,149,Colomiers,39968,561,40529
76,Occitanie,31,3,26,157,Cugnaux,19344,253,19597
76,Occitanie,31,1,11,187,Fonsorbes,12170,329,12499
76,Occitanie,31,1,09,395,Muret,24797,564,25361
76,Occitanie,31,3,11,424,Plaisance-du-Touch,19402,411,19813
76,Occitanie,31,3,25,446,Ramonville-Saint-Agne,14600,317,14917
76,Occitanie,31,2,14,483,Saint-Gaudens,11773,564,12337
76,Occitanie,31,3,23,488,Saint-Jean,11017,138,11155
76,Occitanie,31,3,04,506,Saint-Orens-de-Gameville,12696,229,12925
76,Occitanie,31,3,99,555,Toulouse,493465,5131,498596
76,Occitanie,31,3,26,557,Tournefeuille,28117,615,28732
76,Occitanie,31,3,23,561,L'Union,11798,164,11962
76,Occitanie,31,3,26,588,Villeneuve-Tolosane,10050,126,10176
76,Occitanie,32,1,99,13,Auch,22173,1103,23276
75,Nouvelle-Aquitaine,33,2,26,3,Ambarès-et-Lagrave,16636,156,16792
75,Nouvelle-Aquitaine,33,6,01,5,Andernos-les-Bains,12242,275,12517
75,Nouvelle-Aquitaine,33,6,32,9,Arcachon,11630,268,11898
75,Nouvelle-Aquitaine,33,2,96,39,Bègles,30642,349,30991
75,Nouvelle-Aquitaine,33,6,01,51,Biganos,10990,123,11113
75,Nouvelle-Aquitaine,33,2,25,56,Blanquefort,15419,605,16024
75,Nouvelle-Aquitaine,33,2,97,63,Bordeaux,260958,3299,264257
75,Nouvelle-Aquitaine,33,2,07,69,Le Bouscat,23890,277,24167
75,Nouvelle-Aquitaine,33,2,07,75,Bruges,19403,187,19590
75,Nouvelle-Aquitaine,33,2,09,119,Cenon,25496,227,25723
75,Nouvelle-Aquitaine,33,2,23,122,Cestas,17053,276,17329
75,Nouvelle-Aquitaine,33,2,25,162,Eysines,24488,264,24752
75,Nouvelle-Aquitaine,33,2,09,167,Floirac,18181,97,18278
75,Nouvelle-Aquitaine,33,2,24,192,Gradignan,25694,334,26028
75,Nouvelle-Aquitaine,33,6,14,199,Gujan-Mestras,21887,447,22334
75,Nouvelle-Aquitaine,33,2,18,200,Le Haillan,11539,189,11728
75,Nouvelle-Aquitaine,33,2,08,238,Léognan,10571,173,10744
75,Nouvelle-Aquitaine,33,5,16,243,Libourne,24257,544,24801
75,Nouvelle-Aquitaine,33,2,17,249,Lormont,23181,317,23498
75,Nouvelle-Aquitaine,33,2,98,281,Mérignac,72197,723,72920
75,Nouvelle-Aquitaine,33,6,14,284,Mios,10781,128,10909
75,Nouvelle-Aquitaine,33,2,99,318,Pessac,65245,762,66007
75,Nouvelle-Aquitaine,33,1,20,366,Saint-André-de-Cubzac,12372,181,12553
75,Nouvelle-Aquitaine,33,2,26,433,Saint-Loubès,9909,108,10017
75,Nouvelle-Aquitaine,33,2,28,449,Saint-Médard-en-Jalles,31808,520,32328
75,Nouvelle-Aquitaine,33,2,28,519,Le Taillan-Médoc,10141,145,10286
75,Nouvelle-Aquitaine,33,2,31,522,Talence,43820,979,44799
75,Nouvelle-Aquitaine,33,6,32,529,La Teste-de-Buch,26168,378,26546
75,Nouvelle-Aquitaine,33,2,33,550,Villenave-d'Ornon,36754,205,36959
76,Occitanie,34,1,01,3,Agde,29600,400,30000
76,Occitanie,34,1,98,32,Béziers,78308,1242,79550
76,Occitanie,34,3,20,57,Castelnau-le-Lez,22534,382,22916
76,Occitanie,34,3,08,108,Frontignan,23028,227,23255
76,Occitanie,34,3,10,123,Juvignac,11344,103,11447
76,Occitanie,34,3,10,129,Lattes,17453,227,17680
76,Occitanie,34,3,12,145,Lunel,26385,242,26627
76,Occitanie,34,3,13,154,Mauguio,16705,194,16899
76,Occitanie,34,3,14,157,Mèze,12307,166,12473
76,Occitanie,34,3,99,172,Montpellier,295542,3391,298933
76,Occitanie,34,2,23,255,Saint-Gély-du-Fesc,10197,265,10462
76,Occitanie,34,3,10,270,Saint-Jean-de-Védas,11086,204,11290
76,Occitanie,34,3,25,301,Sète,43858,601,44459
76,Occitanie,34,3,22,337,Villeneuve-lès-Maguelone,10344,121,10465
53,Bretagne,35,3,03,24,Betton,12265,259,12524
53,Bretagne,35,3,04,47,Bruz,18905,461,19366
53,Bretagne,35,3,03,51,Cesson-Sévigné,17082,534,17616
53,Bretagne,35,3,20,55,Chantepie,10278,191,10469
53,Bretagne,35,3,05,69,Châteaugiron,10283,263,10546
53,Bretagne,35,4,26,93,Dinard,10181,526,10707
53,Bretagne,35,1,97,115,Fougères,20595,653,21248
53,Bretagne,35,3,23,210,Pacé,11860,329,12189
53,Bretagne,35,2,17,236,Redon,9287,745,10032
53,Bretagne,35,3,98,238,Rennes,220488,4167,224655
53,Bretagne,35,3,03,278,Saint-Grégoire,9890,372,10262
53,Bretagne,35,3,22,281,Saint-Jacques-de-la-Lande,13948,158,14106
53,Bretagne,35,4,99,288,Saint-Malo,46803,1338,48141
53,Bretagne,35,1,27,360,Vitré,18487,553,19040
24,Centre-Val de Loire,36,2,99,44,Châteauroux,43122,1540,44662
24,Centre-Val de Loire,36,4,09,88,Issoudun,11477,290,11767
24,Centre-Val de Loire,37,3,01,3,Amboise,12533,379,12912
24,Centre-Val de Loire,37,2,10,50,Chambray-lès-Tours,11880,262,12142
24,Centre-Val de Loire,37,2,12,109,Fondettes,10301,523,10824
24,Centre-Val de Loire,37,2,07,122,Joué-lès-Tours,38444,412,38856
24,Centre-Val de Loire,37,2,10,156,Montlouis-sur-Loire,10868,149,11017
24,Centre-Val de Loire,37,2,02,195,La Riche,10317,80,10397
24,Centre-Val de Loire,37,2,14,208,Saint-Avertin,14995,297,15292
24,Centre-Val de Loire,37,2,12,214,Saint-Cyr-sur-Loire,16419,415,16834
24,Centre-Val de Loire,37,2,14,233,Saint-Pierre-des-Corps,15967,250,16217
24,Centre-Val de Loire,37,2,99,261,Tours,137087,2756,139843
84,Auvergne-Rhône-Alpes,38,2,02,53,Bourgoin-Jallieu,28834,609,29443
84,Auvergne-Rhône-Alpes,38,2,04,85,Charvieu-Chavagneux,10102,84,10186
84,Auvergne-Rhône-Alpes,38,1,05,151,Échirolles,36932,212,37144
84,Auvergne-Rhône-Alpes,38,1,05,158,Eybens,9980,119,10099
84,Auvergne-Rhône-Alpes,38,1,97,169,Fontaine,23211,234,23445
84,Auvergne-Rhône-Alpes,38,1,98,185,Grenoble,158198,2243,160441
84,Auvergne-Rhône-Alpes,38,2,14,193,L'Isle-d'Abeau,16584,318,16902
84,Auvergne-Rhône-Alpes,38,1,16,229,Meylan,17786,391,18177
84,Auvergne-Rhône-Alpes,38,1,20,317,Le Pont-de-Claix,10716,76,10792
84,Auvergne-Rhône-Alpes,38,1,10,382,Saint-Égrève,15944,220,16164
84,Auvergne-Rhône-Alpes,38,1,22,421,Saint-Martin-d'Hères,37935,265,38200
84,Auvergne-Rhône-Alpes,38,1,07,474,Sassenage,11062,197,11259
84,Auvergne-Rhône-Alpes,38,1,06,485,Seyssinet-Pariset,11891,142,12033
84,Auvergne-Rhône-Alpes,38,3,99,544,Vienne,29993,341,30334
84,Auvergne-Rhône-Alpes,38,2,14,553,Villefontaine,18835,271,19106
84,Auvergne-Rhône-Alpes,38,1,29,563,Voiron,20372,499,20871
27,Bourgogne-Franche-Comté,39,1,98,198,Dole,23711,893,24604
27,Bourgogne-Franche-Comté,39,2,99,300,Lons-le-Saunier,17189,810,17999
75,Nouvelle-Aquitaine,40,2,07,46,Biscarrosse,13947,345,14292
75,Nouvelle-Aquitaine,40,1,98,88,Dax,20843,841,21684
75,Nouvelle-Aquitaine,40,2,99,192,Mont-de-Marsan,29807,1413,31220
75,Nouvelle-Aquitaine,40,1,05,279,Saint-Paul-lès-Dax,13381,481,13862
75,Nouvelle-Aquitaine,40,2,11,281,Saint-Pierre-du-Mont,9689,360,10049
75,Nouvelle-Aquitaine,40,1,15,312,Tarnos,12634,299,12933
24,Centre-Val de Loire,41,1,99,18,Blois,45898,1520,47418
24,Centre-Val de Loire,41,3,10,194,Romorantin-Lanthenay,17924,471,18395
24,Centre-Val de Loire,41,2,14,269,Vendôme,15856,642,16498
84,Auvergne-Rhône-Alpes,42,3,01,5,Andrézieux-Bouthéon,9963,150,10113
84,Auvergne-Rhône-Alpes,42,3,15,44,Le Chambon-Feugerolles,11948,80,12028
84,Auvergne-Rhône-Alpes,42,3,06,95,Firminy,16901,188,17089
84,Auvergne-Rhône-Alpes,42,1,07,147,Montbrison,15915,623,16538
84,Auvergne-Rhône-Alpes,42,2,12,184,Riorges,10848,280,11128
84,Auvergne-Rhône-Alpes,42,3,10,186,Rive-de-Gier,14978,121,15099
84,Auvergne-Rhône-Alpes,42,2,98,187,Roanne,33809,738,34547
84,Auvergne-Rhône-Alpes,42,3,13,207,Saint-Chamond,34841,412,35253
84,Auvergne-Rhône-Alpes,42,3,99,218,Saint-Étienne,173821,1971,175792
84,Auvergne-Rhône-Alpes,42,1,20,279,Saint-Just-Saint-Rambert,15229,280,15509
84,Auvergne-Rhône-Alpes,43,2,99,157,Le Puy-en-Velay,19215,881,20096
52,Pays de la Loire,44,5,01,3,Ancenis-Saint-Géréon,11037,398,11435
52,Pays de la Loire,44,5,03,15,Blain,9954,174,10128
52,Pays de la Loire,44,2,21,20,Bouguenais,19903,305,20208
52,Pays de la Loire,44,2,04,26,Carquefou,20365,466,20831
52,Pays de la Loire,44,2,05,35,La Chapelle-sur-Erdre,19551,406,19957
52,Pays de la Loire,44,5,06,36,Châteaubriant,12031,497,12528
52,Pays de la Loire,44,2,24,47,Couëron,22309,275,22584
52,Pays de la Loire,44,3,02,55,La Baule-Escoublac,16255,542,16797
52,Pays de la Loire,44,3,09,69,Guérande,16112,575,16687
52,Pays de la Loire,44,2,96,109,Nantes,318808,5167,323975
52,Pays de la Loire,44,2,25,114,Orvault,27209,699,27908
52,Pays de la Loire,44,3,19,129,Pontchâteau,10901,260,11161
52,Pays de la Loire,44,3,20,131,Pornic,15859,438,16297
52,Pays de la Loire,44,3,02,132,Pornichet,11141,299,11440
52,Pays de la Loire,44,2,97,143,Rezé,42919,791,43710
52,Pays de la Loire,44,3,23,154,Saint-Brevin-les-Pins,14287,318,14605
52,Pays de la Loire,44,2,98,162,Saint-Herblain,47415,720,48135
52,Pays de la Loire,44,2,04,172,Sainte-Luce-sur-Loire,15319,269,15588
52,Pays de la Loire,44,3,99,184,Saint-Nazaire,71394,1745,73139
52,Pays de la Loire,44,2,29,190,Saint-Sébastien-sur-Loire,27493,676,28169
52,Pays de la Loire,44,2,04,204,Thouaré-sur-Loire,10482,179,10661
52,Pays de la Loire,44,2,31,215,Vertou,25541,599,26140
24,Centre-Val de Loire,45,1,02,4,Amilly,13233,590,13823
24,Centre-Val de Loire,45,1,02,68,Châlette-sur-Loing,12688,262,12950
24,Centre-Val de Loire,45,2,19,75,La Chapelle-Saint-Mesmin,10180,218,10398
